Datetime,PM2.5,PM10,NO,NO2,NOx,CO,O3,Benzene,Toluene,AQI,AQI_Bucket,Benzene_missing,Toluene_missing
2020-02-09,0.2677715257549167,0.11699773291590196,0.9194597298649325,0.6330887258172114,0.2603123748498198,0.7497497497497497,0.21321321321321324,0.403903903903904,0.7631754503002002,322.3,Very Poor,0,0
2020-02-10,0.5138318467188941,0.7551549174133648,0.817408704352176,0.8172114743162108,0.45814977973568277,0.025025025025025023,0.7532532532532532,0.7802802802802804,0.5797198132088058,476.5,Severe,0,0
2020-02-11,0.36402453366141374,0.24910935981863325,0.34767383691845916,0.11674449633088725,0.4004805766920304,0.24124124124124122,0.7707707707707707,0.09809809809809811,0.8152101400933955,363.2,Very Poor,0,0
2020-02-12,0.7930017549890539,0.7122422541293316,0.4277138569284642,0.3935957304869913,0.8313976772126552,0.6666666666666666,0.27927927927927926,0.2517517517517518,0.48865910607071383,475.8,Severe,0,0
2020-02-13,0.8311772900797886,0.024155241282521854,0.46373186593296645,0.47631754503002005,0.3964757709251101,0.5845845845845845,0.24924924924924924,0.5170170170170171,0.24282855236824552,484.2,Severe,0,0
2020-02-14,0.18544987425593892,0.34451581561049327,0.903951975987994,0.45630420280186795,0.4597517020424509,0.2682682682682683,0.8778778778778779,0.4624624624624626,0.6697798532354903,243.0,Poor,0,0
2020-02-15,0.5109370194134356,0.46245816690057207,0.2531265632816408,0.8552368245496997,0.24629555466559871,0.5845845845845845,0.6501501501501501,0.3143143143143144,0.34356237491661107,413.8,Severe,0,0
2020-02-16,0.3215067576124912,0.48323977113246236,0.45422711355677836,0.42761841227484987,0.1461754104925911,0.9199199199199198,0.7697697697697697,0.001501501501501502,0.9032688458972649,345.1,Very Poor,0,0
2020-02-17,0.03401422083913806,0.5798607362625499,0.04752376188094047,0.4996664442961975,0.1277533039647577,0.09109109109109108,0.4784784784784785,0.4254254254254255,0.23782521681120747,400.0,Very Poor,0,0
2020-02-18,0.4933871288740931,0.2536975062074921,0.21010505252626313,0.571714476317545,0.9010812975570685,0.9939939939939939,0.7827827827827827,0.6951951951951953,0.3999332888592395,409.9,Severe,0,0
2020-02-19,0.19793381701072896,0.631005073950124,0.2841420710355177,0.23015343562374915,0.15098117741289546,0.07607607607607607,0.39689689689689694,0.6236236236236238,0.4439626417611741,422.6,Severe,0,0
2020-02-20,0.11886884623039207,0.3895876066069307,0.38819409704852426,0.7324883255503668,0.8554265118141771,0.03903903903903904,0.934934934934935,0.8528528528528531,0.7961974649766511,246.4,Poor,0,0
2020-02-21,0.09806227497240867,0.08744467235236962,0.11155577788894445,0.7958639092728486,0.27192631157388863,0.1061061061061061,0.025525525525525526,0.8933933933933935,0.5500333555703802,91.6,Satisfactory,0,0
2020-02-22,0.46299144216677823,0.7121073086473063,0.13906953476738368,0.29886591060707135,0.94673608329996,0.34034034034034033,0.15415415415415415,0.5850850850850852,0.14242828552368247,457.8,Severe,0,0
2020-02-23,0.5986864721101481,0.7303249487207167,0.26913456728364177,0.333555703802535,0.16099319183019623,0.7647647647647647,0.9719719719719719,0.8193193193193193,0.3012008005336891,465.7,Severe,0,0
2020-02-24,0.6491650232490819,0.679450501997193,0.575287643821911,0.8605737158105403,0.8189827793352022,0.10110110110110108,0.0,0.6711711711711713,0.9939959973315543,444.2,Severe,0,0
2020-02-25,0.26867615928787253,0.6527312965561912,0.12356178089044521,0.049366244162775186,0.3940728874649579,0.10210210210210209,0.24224224224224225,0.4704704704704706,0.38258839226150765,432.0,Severe,0,0
2020-02-26,0.8811130610989488,0.14844003022778796,0.5857928964482242,0.7311541027351567,0.9567480977172608,0.18818818818818817,0.6446446446446447,0.12462462462462463,0.007004669779853236,495.1,Severe,0,0
2020-02-27,0.1847261674295743,0.5169761416387778,0.1295647823911956,0.629086057371581,0.9443331998398078,0.4674674674674674,0.19819819819819823,0.0035035035035035043,0.7268178785857239,341.6,Very Poor,0,0
2020-02-28,0.5295724701923251,0.3388481053654323,0.42071035517758876,0.15076717811874582,0.22547056467761312,0.6516516516516516,0.11661661661661661,0.002002002002002003,0.3742494996664443,417.9,Severe,0,0
2020-02-29,0.5015288306706953,0.22765302817661662,0.9719859929964982,0.7444963308872581,0.3231878253904686,0.8058058058058059,0.8933933933933933,0.6006006006006007,0.21380920613742496,411.7,Severe,0,0
2020-03-01,0.08087423784624848,0.6844434848321277,0.9889944972486244,0.5683789192795197,0.6820184221065279,0.25325325325325326,0.10160160160160159,0.3998998998999,0.7738492328218813,445.8,Severe,0,0
2020-03-02,0.05210689149825405,0.41576703011983146,0.6438219109554778,0.22414943295530354,0.35442531037244696,0.5995995995995996,0.16616616616616617,0.9019019019019021,0.10306871247498334,258.4,Poor,0,0
2020-03-03,0.3204211973729442,0.4437007448990607,0.7313656828414208,0.47164776517678453,0.4529435322386864,0.5535535535535535,0.8373373373373373,0.9934934934934936,0.33122081387591723,344.7,Very Poor,0,0
2020-03-04,0.8139892529536285,0.2570711432581237,0.35467733866933465,0.9939959973315543,0.19983980776932317,0.16216216216216214,0.1046046046046046,0.5450450450450451,0.19179452968645763,480.4,Severe,0,0
2020-03-05,0.4416420907890214,0.0017542912663284032,0.18809404702351176,0.08138759172781854,0.8578293952743292,0.6496496496496497,0.4039039039039039,0.19919919919919926,0.3012008005336891,396.1,Very Poor,0,0
2020-03-06,0.42499683378263464,0.6057702688114001,0.40570285142571283,0.06937958639092728,0.5050060072086504,0.3063063063063063,0.3763763763763764,0.2667667667667668,0.7715143428952635,411.7,Severe,0,0
2020-03-07,0.4523167664778998,0.7764763035733563,0.8659329664832416,0.989993328885924,0.9102923508209853,0.9679679679679679,0.18368368368368368,0.9014014014014016,0.404603068712475,485.8,Severe,0,0
2020-03-08,0.624558991152684,0.10161394796502211,0.832416208104052,0.4296197464976651,0.9899879855826993,0.3173173173173173,0.8663663663663662,0.436936936936937,0.34356237491661107,438.8,Severe,0,0
2020-03-09,0.3687286280327839,0.1878441109791644,0.2756378189094547,0.7691794529686458,0.9947937525030036,0.8038038038038037,0.9429429429429429,0.060060060060060066,0.37891927951967974,365.2,Very Poor,0,0
2020-03-10,0.7593493875630982,0.22616862787433875,0.905952976488244,0.9066044029352902,0.9175010012014418,0.987987987987988,0.4444444444444445,0.8263263263263264,0.829219479653102,468.4,Severe,0,0
2020-03-11,0.0005427801197734798,0.661907589333909,0.608304152076038,0.08405603735823881,0.43732478974769723,0.8948948948948948,0.934934934934935,0.2262262262262263,0.898932621747832,436.0,Severe,0,0
2020-03-12,0.8803893542725841,0.23952823059483966,0.7718859429714858,0.9266177451634423,0.4221065278334,0.8198198198198197,0.5755755755755755,0.5255255255255256,0.5537024683122082,495.0,Severe,0,0
2020-03-13,0.6203976769010874,0.2210406995573788,0.4192096048024012,0.4396264176117412,0.13336003203844612,0.7307307307307307,0.8073073073073073,0.9014014014014016,0.8135423615743829,437.9,Severe,0,0
2020-03-14,0.52722042300664,0.6357281658210081,0.03651825912956479,0.011340893929286189,0.8978774529435323,0.980980980980981,0.21421421421421422,0.503003003003003,0.2885256837891928,424.7,Severe,0,0
2020-03-15,0.6079137341462973,0.3603044370074489,0.7803901950975488,0.6317545030020013,0.3476171405686824,0.9759759759759759,0.8303303303303303,0.47697697697697705,0.1797865243495664,435.1,Severe,0,0
2020-03-16,0.07834126395397224,0.723307783655403,0.25112556278139064,0.11607738492328218,0.6379655586704045,0.8368368368368367,0.5455455455455455,0.3823823823823825,0.12408272181454304,462.7,Severe,0,0
2020-03-17,0.14076097772792243,0.22792291914066712,0.6853426713356678,0.934623082054703,0.34921906287545057,0.13513513513513514,0.7617617617617618,0.5770770770770771,0.8162108072048032,176.8,Moderate,0,0
2020-03-18,0.09191076694830924,0.34640505235884694,0.3356678339169585,0.3115410273515677,0.07248698438125752,0.3143143143143143,0.6656656656656655,0.7027027027027029,0.07438292194796532,207.0,Poor,0,0
2020-03-19,0.3320005065947785,0.30727086257152103,0.2256128064032016,0.9759839893262175,0.1553864637565078,0.7647647647647647,0.541041041041041,0.6381381381381382,0.20313542361574383,349.6,Very Poor,0,0
2020-03-20,0.8594018563080096,0.6627172622260605,0.566783391695848,0.6897931954636425,0.10853023628354025,0.8338338338338338,0.944944944944945,0.6276276276276277,0.6027351567711807,490.4,Severe,0,0
2020-03-21,0.24624124767056865,0.43007125121450923,0.23261630815407705,0.5550366911274183,0.46175410492591107,0.037037037037037035,0.9484484484484483,0.2157157157157158,0.39392928619079387,313.2,Very Poor,0,0
2020-03-22,0.011217455808651914,0.3522077080859332,0.7048524262131066,0.23215476984656436,0.4633560272326792,0.09809809809809808,0.03203203203203203,0.9274274274274276,0.2585056704469646,211.3,Poor,0,0
2020-03-23,0.4143221580937562,0.8007664903379034,0.0400200100050025,0.8438959306204136,0.39887865438526227,0.33733733733733734,0.6646646646646647,0.373873873873874,0.6544362908605736,496.3,Severe,0,0
2020-03-24,0.4045521159378336,0.7272212026341357,0.9929964982491245,0.8639092728485657,0.618742490989187,0.35735735735735735,0.2977977977977978,0.7832832832832834,0.771180787191461,464.4,Severe,0,0
2020-03-25,0.23990881293987806,0.21442837093814093,0.3501750875437718,0.7431621080720481,0.0961153384060873,0.3943943943943944,0.13463463463463465,0.5975975975975977,0.22214809873248834,310.5,Very Poor,0,0
2020-03-26,0.09299632718785619,0.2738043830292561,0.4082041020510255,0.8272181454302868,0.0869042851421706,0.031031031031031032,0.2012012012012012,0.30830830830830835,0.06937958639092728,168.9,Moderate,0,0
2020-03-27,0.8083805250493026,0.2227949908237072,0.12856428214107055,0.3062041360907271,0.7276732078494194,0.3283283283283283,0.6741741741741741,0.35585585585585594,0.13108739159439628,479.2,Severe,0,0
2020-03-28,0.5009860505509218,0.3997085177588253,0.3066533266633316,0.5310206804536357,0.5482579094913896,0.2942942942942943,0.32182182182182184,0.2462462462462463,0.028685790527018012,411.6,Severe,0,0
2020-03-29,0.7068806426516618,0.49700421029903913,0.28464232116058025,0.45430286857905267,0.3824589507408891,0.3903903903903904,0.668168168168168,0.5315315315315317,0.6144096064042694,456.9,Severe,0,0
2020-03-30,0.46082032168768433,0.6825542480837741,0.6533266633316658,0.7164776517678453,0.5214257108530237,0.5835835835835835,0.2747747747747748,0.9544544544544545,0.40727151434289527,445.0,Severe,0,0
2020-03-31,0.6008575925892421,0.13238151786678182,0.20710355177588793,0.25750500333555704,0.38446135362434924,0.7077077077077076,0.34934934934934936,0.9119119119119121,0.07771847898599066,433.6,Severe,0,0
2020-04-01,0.05409708527075681,0.3576055273669437,0.8379189594797398,0.01000667111407605,0.5426511814177012,0.33633633633633636,0.07207207207207207,0.10860860860860863,0.46030687124749836,215.3,Poor,0,0
2020-04-02,0.8612111233739213,0.7785004858037352,0.9844922461230615,0.8312208138759172,0.4148978774529435,0.7297297297297297,0.8143143143143143,0.023523523523523528,0.8412274849899933,490.8,Severe,0,0
2020-04-03,0.0730943894628286,0.4204901219907156,0.33166583291645824,0.9673115410273515,0.5530636764116941,0.34534534534534533,0.32232232232232233,0.35885885885885893,0.5166777851901267,261.9,Poor,0,0
2020-04-04,0.7835935662463136,0.48985209975170024,0.9554777388694347,0.8825883922615078,0.9138966760112135,0.38538538538538536,0.12862862862862864,0.34684684684684697,0.007671781187458307,473.7,Severe,0,0
2020-04-05,0.0,0.06220986721364568,0.19259629814907456,0.43895930620413603,0.2539046856227473,0.2392392392392392,0.2832832832832833,0.36536536536536546,0.6827885256837892,104.8,Moderate,0,0
2020-04-06,0.6026668596551537,0.7772859764655077,0.09854927463731865,0.85790527018012,0.004004805766920304,0.8188188188188187,0.5635635635635635,0.27827827827827833,0.04369579719813209,486.1,Severe,0,0
2020-04-07,0.7414376436105734,0.18622476519486125,0.5257628814407204,0.5103402268178786,0.5907088506207449,0.6556556556556555,0.34284284284284283,0.9184184184184185,0.989993328885924,464.5,Severe,0,0
2020-04-08,0.6274538184581426,0.6733779553060563,0.3636818409204602,0.37158105403602404,0.40808970764917896,0.8908908908908909,0.06356356356356356,0.810810810810811,0.4446297531687792,441.0,Severe,0,0
2020-04-09,0.20589459210074,0.7006369426751591,0.8979489744872436,0.6684456304202802,0.3143772527032439,0.7747747747747747,0.6921921921921922,0.5415415415415417,0.25783855903935954,452.8,Severe,0,0
2020-04-10,0.16898554395614337,0.061130303357443586,0.9714857428714357,0.6557705136757838,0.4136964357228674,0.7527527527527528,0.506006006006006,0.6961961961961963,0.9793195463642429,211.9,Poor,0,0
2020-04-11,0.4841598668379439,0.4117186656590736,0.919959979989995,0.2581721147431621,0.9295154185022028,0.06006006006006005,0.9254254254254254,0.397897897897898,0.2841894596397598,407.9,Severe,0,0
2020-04-12,0.40346655569828666,0.75785382705387,0.43521760880440213,0.7885256837891927,0.18261914297156587,0.4644644644644645,0.31181181181181183,0.12912912912912916,0.9192795196797865,477.7,Severe,0,0
2020-04-13,0.8505364476850428,0.17475439922271402,0.7158579289644822,0.0013342228152101402,0.9731678013616339,0.45245245245245247,0.7362362362362361,0.7592592592592593,0.6350900600400267,488.4,Severe,0,0
2020-04-14,0.09046335329557995,0.6980729785166792,0.19659829914957477,0.08872581721147432,0.4433319983980777,0.8688688688688688,0.8153153153153153,0.5575575575575576,0.7038025350233489,451.7,Severe,0,0
2020-04-15,0.5500171880371262,0.45463132894310687,0.8419209604802401,0.5343562374916611,0.5839006808169804,0.9529529529529528,0.08308308308308307,0.29579579579579585,0.4496330887258172,422.4,Severe,0,0
2020-04-16,0.4175788388123971,0.352612544532009,0.5052526263131566,0.9319546364242828,0.7296756107328796,0.5465465465465466,0.13163163163163163,0.425925925925926,0.3145430286857905,385.9,Very Poor,0,0
2020-04-17,0.2001049374898229,0.7431447695131166,0.3376688344172085,0.18145430286857903,0.8482178614337205,0.08108108108108106,0.9079079079079079,0.5540540540540542,0.9879919946631087,471.3,Severe,0,0
2020-04-18,0.2549257295869443,0.3492389074813775,0.44522261130565277,0.3008672448298866,0.34921906287545057,0.6336336336336336,0.9929929929929929,0.7977977977977979,0.1274182788525684,316.9,Very Poor,0,0
2020-04-19,0.5910875504333194,0.1369696642556407,0.33166583291645824,0.24416277518345564,0.7400881057268723,0.17417417417417416,0.9104104104104104,0.45195195195195204,0.6701134089392929,431.4,Severe,0,0
2020-04-20,0.5881927231278609,0.23035193781712185,0.759879939969985,0.6624416277518345,0.8638366039247097,0.18718718718718716,0.6311311311311311,0.6091091091091092,0.1417611741160774,430.8,Severe,0,0
2020-04-21,0.37415642923051873,0.1771834178991687,0.4782391195597799,0.8178785857238158,0.09731678013616339,0.18418418418418417,0.18618618618618618,0.48498498498498505,0.031020680453635756,367.5,Very Poor,0,0
2020-04-22,0.734200575346927,0.17799309079132028,0.4807403701850925,0.19212808539026016,0.49179014817781336,0.8738738738738738,0.8743743743743744,0.23973973973973978,0.03735823882588392,462.9,Severe,0,0
2020-04-23,0.7289537008557833,0.6331642016625282,0.5387693846923461,0.5590393595730486,0.7000400480576693,0.5745745745745745,0.460960960960961,0.42892892892892903,0.48065376917945296,461.7,Severe,0,0
2020-04-24,0.6753993957048,0.19796502213105902,0.9679839919959979,0.12274849899933288,0.9835802963556268,0.6356356356356356,0.1181181181181181,0.8498498498498499,0.7384923282188125,449.9,Severe,0,0
2020-04-25,0.5368095384559715,0.6226384540645578,0.5202601300650325,0.8692461641094064,0.7164597517020425,0.8728728728728729,0.8758758758758758,0.843843843843844,0.4683122081387592,419.5,Severe,0,0
2020-04-26,0.5965153516310543,0.7023912339414874,0.8744372186093047,0.0733822548365577,0.1750100120144173,0.6546546546546546,0.9564564564564564,0.38338338338338346,0.4616410940627085,453.6,Severe,0,0
2020-04-27,0.7255160934305512,0.3492389074813775,0.9439719859929966,0.05203468979319546,0.8494193031637967,0.954954954954955,0.9469469469469469,0.9599599599599602,0.08038692461641095,461.0,Severe,0,0
2020-04-28,0.13062908215881747,0.7923998704523371,0.0050025012506253125,0.3208805870580387,0.32559070885062075,0.6746746746746747,0.5725725725725725,0.9164164164164166,0.15877251501000667,492.7,Severe,0,0
2020-04-29,0.7660436757069711,0.02037676778581453,0.16958479239619811,0.1467645096731154,0.592310772927513,0.996996996996997,0.8888888888888887,0.39589589589589597,0.23215476984656438,469.9,Severe,0,0
2020-04-30,0.1791174395252483,0.7659505559753857,0.05152576288144072,0.6024016010673782,0.12935522627152582,0.6216216216216216,0.9494494494494494,0.3113113113113114,0.5176784523015343,481.2,Severe,0,0
2020-05-01,0.3953248539016844,0.02847349670733023,0.5857928964482242,0.8505670446964643,0.328794553464157,0.3263263263263263,0.49849849849849853,0.7762762762762764,0.7745163442294863,376.4,Very Poor,0,0
2020-05-02,0.6064663204935681,0.10471769405160315,0.35917958979489745,0.7491661107404937,0.7613135762915499,0.17817817817817816,0.7182182182182182,0.023523523523523528,0.2545030020013342,434.8,Severe,0,0
2020-05-03,0.5878308697146786,0.7571790996437437,0.7718859429714858,0.2741827885256838,0.7372847416900281,0.07007007007007006,0.461961961961962,0.0780780780780781,0.8795863909272849,477.4,Severe,0,0
2020-05-04,0.4588301279151816,0.3876983698585771,0.8994497248624312,0.9593062041360908,0.7428914697637164,0.8568568568568569,0.6026026026026026,0.957957957957958,0.5180120080053369,402.4,Severe,0,0
2020-05-05,0.8650105842123356,0.7941541617186655,0.6348174087043522,0.25617078052034686,0.5562675210252302,0.14714714714714713,0.14764764764764768,0.6691691691691692,0.27084723148765844,493.4,Severe,0,0
2020-05-06,0.5925349640860488,0.7610925186224763,0.46223111555777885,0.7671781187458305,0.03524229074889868,0.05305305305305305,0.4289289289289289,0.45445445445445454,0.2104736490993996,479.1,Severe,0,0
2020-05-07,0.729858334388739,0.32913203065961344,0.9939969984992497,0.5543695797198132,0.8646375650780938,0.7477477477477478,0.8638638638638637,0.3048048048048049,0.1797865243495664,461.9,Severe,0,0
2020-05-08,0.09607208119990591,0.2937763143689949,0.8504252126063031,0.29086057371581053,0.8870644773728474,0.980980980980981,0.7227227227227226,0.13513513513513517,0.3935957304869913,241.7,Poor,0,0
2020-05-09,0.26704781892855206,0.44585987261146487,0.7313656828414208,0.7111407605070046,0.539447336804165,0.5735735735735735,0.8118118118118118,0.895895895895896,0.6447631754503002,322.0,Very Poor,0,0
2020-05-10,0.22308262922690017,0.6150815070711432,0.47623811905952973,0.8218812541694462,0.8518221866239488,0.6946946946946947,0.8893893893893894,0.46596596596596607,0.7208138759172782,415.7,Severe,0,0
2020-05-11,0.7103182500768938,0.19148763899384644,0.05402701350675338,0.13675783855903936,0.24589507408890668,0.5845845845845845,0.5615615615615615,0.894894894894895,0.7121414276184123,457.6,Severe,0,0
2020-05-12,0.8878073492428217,0.475817769621073,0.7868934467233617,0.9299533022014677,0.6575891069283141,0.20320320320320318,0.9134134134134133,0.9044044044044045,0.5847231487658439,496.6,Severe,0,0
2020-05-13,0.30160481988746357,0.6739177372341573,0.3496748374187093,0.561707805203469,0.9679615538646377,0.26426426426426425,0.12712712712712715,0.7032032032032033,0.3495663775850567,441.2,Severe,0,0
2020-05-14,0.1720612979681931,0.7250620749217315,0.6728364182091046,0.7138092061374249,0.9291149379255106,0.01001001001001001,0.8788788788788787,0.7407407407407409,0.9969979986657771,463.4,Severe,0,0
2020-05-15,0.3336288469540989,0.43951743495627754,0.5052526263131566,0.362241494329553,0.6912294753704447,0.7207207207207207,0.9689689689689689,0.29779779779779786,0.9002668445630421,350.3,Very Poor,0,0
2020-05-16,0.5974199851640101,0.3711000755694699,0.2946473236618309,0.06937958639092728,0.9671605927112535,0.07707707707707707,0.5565565565565564,0.3338338338338339,0.18312208138759173,432.8,Severe,0,0
2020-05-17,0.3493694704275298,0.23520997517003125,0.9224612306153077,0.6357571714476317,0.7028434120945134,0.6286286286286286,0.2832832832832833,0.5775775775775777,0.6954636424282855,356.9,Very Poor,0,0
